Review,Clean_Reviews,Predicted_Sentiment
"this was my favorite game since version 1.0 but now it's just getting boring, the unnecessary gameplay of new devices and characters",this was my favorite game since version 10 but now its just getting boring the unnecessary gameplay of new devices and characters,0
"love the game, just not able to play it completely because i have a slow computer :( i am kinda-able to play the cloud version.! but can a web version be made (sorry iff its too big to ask) but i love the game, and have an account for it, just not able to play as much as ii wish i was able to",love the game just not able to play it completely because i have a slow computer i am kindaable to play the cloud version but can a web version be made sorry iff its too big to ask but i love the game and have an account for it just not able to play as much as ii wish i was able to,1
pretty good 😍,pretty good,1
"it just got so bad, i hate natland and how the character became, the exploration too and all the bosses that are made just for a specific character to make it relevant, the plot became boring too like the new areas, i just came back from time to time for reruns but i don t even have primos anymore cause i m done with exploring everything except natland",it just got so bad i hate natland and how the character became the exploration too and all the bosses that are made just for a specific character to make it relevant the plot became boring too like the new areas i just came back from time to time for reruns but i don t even have primos anymore cause i m done with exploring everything except natland,0
not bad tbh.,not bad tbh,0
I love this game BC it is the best game in my phone but it takes a large space in my phone 📱🤳🏻,i love this game bc it is the best game in my phone but it takes a large space in my phone,1
perfect,perfect,1
"I love the game!! It's my comfort game, their are times where I kinda wish there was a skip button, cause I was just doing stuff over and over again, so I just want hoyo to add a skip button! it always makes me happy when updates come and I highly recommend you play it!",i love the game its my comfort game their are times where i kinda wish there was a skip button cause i was just doing stuff over and over again so i just want hoyo to add a skip button it always makes me happy when updates come and i highly recommend you play it,1
"this game friends have no fan service,not at all but very little,you all must understand that showing skin doesn't instantly makes it fan service,if you take this logic to reality and think the same way about any woman in reality you have some serious issues, praying for your future girlfriends or boyfriends",this game friends have no fan servicenot at all but very littleyou all must understand that showing skin doesnt instantly makes it fan serviceif you take this logic to reality and think the same way about any woman in reality you have some serious issues praying for your future girlfriends or boyfriends,1
"decided to delete this game cause too much talk, hard leveling up, pay to win.",decided to delete this game cause too much talk hard leveling up pay to win,1
the best I have come a cross. I love it.,the best i have come a cross i love it,1
"Best game ever,been playing since release",best game everbeen playing since release,1
not much to say... this is the best game available on android,not much to say this is the best game available on android,1
"If you came for the gacha, look elsewhere. I will never appreciate a system with items AND units in the same pulls to muddy the chances of getting new characters. Plus, the drop rates are bad to begin with. However, if you're looking for a well-voiced, beautifully crafted experience with a world full of nuance and many ideas inspired by an amazing IP, then you've come to the right place. There is a lot to explore, barely even out of the tutorial, and there is still so much more to find.",if you came for the gacha look elsewhere i will never appreciate a system with items and units in the same pulls to muddy the chances of getting new characters plus the drop rates are bad to begin with however if youre looking for a wellvoiced beautifully crafted experience with a world full of nuance and many ideas inspired by an amazing ip then youve come to the right place there is a lot to explore barely even out of the tutorial and there is still so much more to find,1
Terrible game,terrible game,0
Good,good,1
good,good,1
beautiful game very good,beautiful game very good,1
"Amazing for a free open world game. In my opinion, it hasnt grown in the ways it needs to. The storyline is great. They have some issues with character building, specifically if you get an inazuma character at the start. Im editing my review because i didn't take the fact that it's fully free. I respect this game, but if you're looking for a game that's a more fast-paced moving and creative way of fighting, go with tof or wuwa or even HI3. If you want a story, then this is a great find.",amazing for a free open world game in my opinion it hasnt grown in the ways it needs to the storyline is great they have some issues with character building specifically if you get an inazuma character at the start im editing my review because i didnt take the fact that its fully free i respect this game but if youre looking for a game thats a more fastpaced moving and creative way of fighting go with tof or wuwa or even hi3 if you want a story then this is a great find,1
"(This is a 4 star review only because I haven't really played the game much, thus can't rate the story) Installed this just to try frame generation (as well as maxed out settings) on the redmagic 10 pro. I am quite satisfied. Game looks good and runs good. Now I know it's absolutely not essential, but a native 120fps option would be nice, as frame gen from 60 to 120fps is easier to run than true 120fps, thus uninteresting, AND I really want to see the gigantic raw performance of my phone.",this is a 4 star review only because i havent really played the game much thus cant rate the story installed this just to try frame generation as well as maxed out settings on the redmagic 10 pro i am quite satisfied game looks good and runs good now i know its absolutely not essential but a native 120fps option would be nice as frame gen from 60 to 120fps is easier to run than true 120fps thus uninteresting and i really want to see the gigantic raw performance of my phone,1
can't begin to explain how awesome this game is,cant begin to explain how awesome this game is,1
I like this game is so realistic and nostalgia 🧎🥀🥀🥀,i like this game is so realistic and nostalgia,1
Too good story,too good story,1
There is absolutely no need to force updates in a single player game,there is absolutely no need to force updates in a single player game,0
the best game i have ever played fantastic graphics,the best game i have ever played fantastic graphics,1
could be better,could be better,1
boring,boring,0
best game,best game,1
good,good,1
"The visuals of this game are magnificent. There are many awe-inspiring structures, landscapes and monuments that reveal much about the richness of the lore buried deep within. The world feels rich and lifelike and it is a pleasure to explore. The soundtrack and music is ethereal, giving an intense sense of immersion. The story is slow paced, yet is filled with mysterious and thrilling elements throughout. The characters with their voicelines and stories feel a part of the greater world of Teyvat",the visuals of this game are magnificent there are many aweinspiring structures landscapes and monuments that reveal much about the richness of the lore buried deep within the world feels rich and lifelike and it is a pleasure to explore the soundtrack and music is ethereal giving an intense sense of immersion the story is slow paced yet is filled with mysterious and thrilling elements throughout the characters with their voicelines and stories feel a part of the greater world of teyvat,1
"Love the game, I pretty recently started playing and quickly became obsessed. There's a few issues though, my storage is very quickly running out and with each update the lingering fear that my phone will not longer be able to take it is there, I don't have a PC or gaming console that would support this game either so mobile is all I have. I'd hate to have to quit just because of this. Second I feel like the characters as a whole just keep disappointing a bit, compared to in other hoyo games",love the game i pretty recently started playing and quickly became obsessed theres a few issues though my storage is very quickly running out and with each update the lingering fear that my phone will not longer be able to take it is there i dont have a pc or gaming console that would support this game either so mobile is all i have id hate to have to quit just because of this second i feel like the characters as a whole just keep disappointing a bit compared to in other hoyo games,1
Overall this game is excellent! Really like how they make each character way of talking seems full of joy and have they're own life into it.,overall this game is excellent really like how they make each character way of talking seems full of joy and have theyre own life into it,1
the best game I ever played worth of the net it consumed it's a blessing to get a game like this in mobile,the best game i ever played worth of the net it consumed its a blessing to get a game like this in mobile,1
nice,nice,1
good graphics good story line but what it lacks is that sometimes it feel like you play a love game with fan service (iykyk),good graphics good story line but what it lacks is that sometimes it feel like you play a love game with fan service iykyk,1
A most enjoyable wonderful game ever I saw,a most enjoyable wonderful game ever i saw,1
The developers have abandoned rhyme and reason for greed. You would think a game that made nearly 2 billion dollars in the first year would not minmax ripping off their users.,the developers have abandoned rhyme and reason for greed you would think a game that made nearly 2 billion dollars in the first year would not minmax ripping off their users,0
uhhhh Kk Idk how to play this but Imma give this game a 5 star,uhhhh kk idk how to play this but imma give this game a 5 star,1
"It's already 2025, it's been almost 5 years. Why Hoyo? Why is there still no resin storage system when it exceeds the storage threshold? Not all of your players have time to play all the time. Please provide your best solution. Edit: Connection is really bad, even when I play on my best server the connection is still the same. What's happening here? Are you done maintaining your service? Loser.",its already 2025 its been almost 5 years why hoyo why is there still no resin storage system when it exceeds the storage threshold not all of your players have time to play all the time please provide your best solution edit connection is really bad even when i play on my best server the connection is still the same whats happening here are you done maintaining your service loser,1
very nice,very nice,1
"hmph, as a player that has been playing for the past 3 years, im honestly disappointed. It feels like a chore game.. Firstly, R the genshin devs listing at this point on QoL. There have still been a bunch of requests of QoL since the past 5 yrs that have not been implemented. Next is the characters they look good, but the male to female ratio is kinda concerning bec it also a female release more than a male char since Natlan or Fontaine released. Lastly, theres so many improvements to this game.",hmph as a player that has been playing for the past 3 years im honestly disappointed it feels like a chore game firstly r the genshin devs listing at this point on qol there have still been a bunch of requests of qol since the past 5 yrs that have not been implemented next is the characters they look good but the male to female ratio is kinda concerning bec it also a female release more than a male char since natlan or fontaine released lastly theres so many improvements to this game,1
Better than starrail and wuwa,better than starrail and wuwa,1
I have been playing since 1.1 and this game still is very interesting and full of mysteries. I just love that they put hu tao because we have the same birthday.,i have been playing since 11 and this game still is very interesting and full of mysteries i just love that they put hu tao because we have the same birthday,1
Very good,very good,1
"absolutely a horrid game with little rewards given, this game is only for those who have money, in fact I only noticed I was deceived a lot by how their other competitors such as wuthering waves do so well with their character model, animations and NPC designs, this game has a multinillionaire company yet greedy.",absolutely a horrid game with little rewards given this game is only for those who have money in fact i only noticed i was deceived a lot by how their other competitors such as wuthering waves do so well with their character model animations and npc designs this game has a multinillionaire company yet greedy,0
Playing for almost 4 years and the game has fallen off harshly since Natlan released. Wouldn't recommend playing this game anymore.,playing for almost 4 years and the game has fallen off harshly since natlan released wouldnt recommend playing this game anymore,1
really cool lore,really cool lore,1
the best game!!! like,the best game like,1
"game feels so repetitive, farming artifacts sucks cause it's hard to have a good or even decent piece of artifacts that it doesn't feel rewarding to pay attention to anymore. the rewards in events are little. another thing, game asks for survey but hardly listens to their players that it's getting frustrating and tiring to play the game.",game feels so repetitive farming artifacts sucks cause its hard to have a good or even decent piece of artifacts that it doesnt feel rewarding to pay attention to anymore the rewards in events are little another thing game asks for survey but hardly listens to their players that its getting frustrating and tiring to play the game,0
"in love w this game since I first discovered it in 2020. I love the story, he characters, and all.. but the game has been evolving so much, it takes up too much space.",in love w this game since i first discovered it in 2020 i love the story he characters and all but the game has been evolving so much it takes up too much space,1
"Nothing to say, it's best tho-",nothing to say its best tho,1
I'm a gamer but this game bad,im a gamer but this game bad,0
it's an amazing game and has the best storyline without doubt it's the best game and you must try this,its an amazing game and has the best storyline without doubt its the best game and you must try this,1
I love Genshin. When I'm having a bad day Genshin always cheers me up.,i love genshin when im having a bad day genshin always cheers me up,1
game is best just need to fix little bit system,game is best just need to fix little bit system,1
"Still have no idea why ppl love this ""RPG""",still have no idea why ppl love this rpg,1
puling sistym is to worst 😡😡😡🤮🤮🤮🤮,puling sistym is to worst,0
perfect fantasy game 💫,perfect fantasy game,1
"best game i ever played, playing since day 1, Aldo I mainly play for story, combat is decent and character design is amazing",best game i ever played playing since day 1 aldo i mainly play for story combat is decent and character design is amazing,1
"I love the game!, But kinda sad it eats my storage. That is it.",i love the game but kinda sad it eats my storage that is it,0
"Game is 10/10, I loved the game, and it's beautiful quality, if you are bored, or just want entertainment, this is best for you! same goes for lore lovers, this game has A LOT of lore, featuring each region, characters, even weapons, and foods, like their origins, they give minor details, that connects to the main storyline, also...for y'all girlies who simp for anime boys..this one is for you ;)",game is 1010 i loved the game and its beautiful quality if you are bored or just want entertainment this is best for you same goes for lore lovers this game has a lot of lore featuring each region characters even weapons and foods like their origins they give minor details that connects to the main storyline alsofor yall girlies who simp for anime boysthis one is for you,1
Good graphics but needs to be light weight,good graphics but needs to be light weight,1
"This game used to be the best mobile game for me however it's just becoming repetitive, story wise it dragging with the Natlan being so far from the title ""nation of war"". recent characters are not aligned with their nation and I thought that it's just coincidence that I lost at the same time with my pulls on GI, ZZZ and HSR before then it happens again today, just recently I loost my pulls again in ZZZ first, then spent money again on GI to lose my pull then today I lost pull on mydei banner.",this game used to be the best mobile game for me however its just becoming repetitive story wise it dragging with the natlan being so far from the title nation of war recent characters are not aligned with their nation and i thought that its just coincidence that i lost at the same time with my pulls on gi zzz and hsr before then it happens again today just recently i loost my pulls again in zzz first then spent money again on gi to lose my pull then today i lost pull on mydei banner,0
bad,bad,0
it is one of the game which allows you to play story mode in mobile with high graphics,it is one of the game which allows you to play story mode in mobile with high graphics,1
The game deserves 5 stars but unfortunately I give 3 because of the dialogue time and the too much frustration I do not have much time seeing all this. There is not any skip button.,the game deserves 5 stars but unfortunately i give 3 because of the dialogue time and the too much frustration i do not have much time seeing all this there is not any skip button,0
nice,nice,1
pretty fun,pretty fun,1
Was not sure at first but the starting 10 minutes were enough to get me hooked on to this,was not sure at first but the starting 10 minutes were enough to get me hooked on to this,0
Great game art is amazing but do not play on mobile it will lag and crash.the game is relatively f2p friendly but after a while the game can be stale since grinding for pulls is all you do and when you do get the 5 star character ou just grind to power them up.,great game art is amazing but do not play on mobile it will lag and crashthe game is relatively f2p friendly but after a while the game can be stale since grinding for pulls is all you do and when you do get the 5 star character ou just grind to power them up,1
"actually it's nice, i was playing it since 2021. but, it's getting really boring by it's new event's and characters, actually i even feel it's really out of genshin now. especially the new area, natlan, it has a lot of unnecessary ""technology"" and future stuff, i thought it was a completely fantasy game. put that all aside not to mention the game started crashing and lagging, like really really hard, especially in new areas. it wss never like this before... i hope these stupid things getting fix",actually its nice i was playing it since 2021 but its getting really boring by its new events and characters actually i even feel its really out of genshin now especially the new area natlan it has a lot of unnecessary technology and future stuff i thought it was a completely fantasy game put that all aside not to mention the game started crashing and lagging like really really hard especially in new areas it wss never like this before i hope these stupid things getting fix,0
"This game takes up TOO MUCH storage. It takes about 25GBs to begin with. The game itself is annoying because it's a pay to win game. You pay for better pulls so you can ACTUALLY play the game and not die. And it seems to only be fan service right now. There are so many mobile games that are exactly like this for less storage. This company made over a billion dollars, and it can't even fix its storage issues. This is why people are leaving your game. I could go on, but they gave me a word limit.",this game takes up too much storage it takes about 25gbs to begin with the game itself is annoying because its a pay to win game you pay for better pulls so you can actually play the game and not die and it seems to only be fan service right now there are so many mobile games that are exactly like this for less storage this company made over a billion dollars and it cant even fix its storage issues this is why people are leaving your game i could go on but they gave me a word limit,1
Please wnderer rerun,please wnderer rerun,1
Nice to play,nice to play,1
"Gameplay has always been repetitive but i don't mind, back then. Now, it feels like it's getting boring, the new characters are kind of bland too, and so is the new region and all. I still enjoy playing it, sometimes.",gameplay has always been repetitive but i dont mind back then now it feels like its getting boring the new characters are kind of bland too and so is the new region and all i still enjoy playing it sometimes,1
"This game is top tier. Music, Characters, Graphics, World building, I feel like it's got something for everyone. That said there are things that players wish would be improved, but none of it all bad for amazing experience it is. I encourage everyone to give it a try, you never know how you will feel about it until you do! :) Good luck and have fun!",this game is top tier music characters graphics world building i feel like its got something for everyone that said there are things that players wish would be improved but none of it all bad for amazing experience it is i encourage everyone to give it a try you never know how you will feel about it until you do good luck and have fun,1
The best game ever,the best game ever,1
I love it 😘,i love it,1
this was so beautiful i really like all the characters specially their splash art 🎨 and i really cried in others quest but its hard to earn primos,this was so beautiful i really like all the characters specially their splash art and i really cried in others quest but its hard to earn primos,1
Nice game,nice game,1
Nice game but they should make the pity lower for those who are f2p,nice game but they should make the pity lower for those who are f2p,0
nice,nice,1
Add horses to the game and let us race in Mondstadt with characters i beg on my knees i love horse racing in games 🐎,add horses to the game and let us race in mondstadt with characters i beg on my knees i love horse racing in games,1
sucks,sucks,0
"I come and go with reviews on Genshin Impact. When they do well, I delete the 1 star review. When the Developer fail, I write a one star. I have spent $360 usd on my Genshin experience. That's a lot. When the game mechanics fail, and glitches break conventional play, that means no spending. The current Abyss Cycle is ignoring character iFrame, a game mechanism that allows you to not take game damage while casting and Elemental Burst. Meta should not mean boss cheats.",i come and go with reviews on genshin impact when they do well i delete the 1 star review when the developer fail i write a one star i have spent 360 usd on my genshin experience thats a lot when the game mechanics fail and glitches break conventional play that means no spending the current abyss cycle is ignoring character iframe a game mechanism that allows you to not take game damage while casting and elemental burst meta should not mean boss cheats,0
best anime 3d adventure game I've played love it,best anime 3d adventure game ive played love it,1
I dont understand at the morning i can play genshin but now the app just close whenever i open genshin can u please fix that problem i can open zzz hsr but i cant open genshin please fix it,i dont understand at the morning i can play genshin but now the app just close whenever i open genshin can u please fix that problem i can open zzz hsr but i cant open genshin please fix it,1
I love it!,i love it,1
It's a good experience,its a good experience,1
"Genshin Impact is an absolutely stunning game with breathtaking open-world exploration, captivating lore, and an amazing soundtrack. The graphics are top-tier, and the character designs are outstanding. Combat is fluid and engaging, with plenty of strategic depth. Regular updates keep the game fresh with new content, events, and characters. While gacha can be challenging, the experience remains rewarding. A must-play for RPG and adventure fans!",genshin impact is an absolutely stunning game with breathtaking openworld exploration captivating lore and an amazing soundtrack the graphics are toptier and the character designs are outstanding combat is fluid and engaging with plenty of strategic depth regular updates keep the game fresh with new content events and characters while gacha can be challenging the experience remains rewarding a mustplay for rpg and adventure fans,1
Disgusting character design not suitable for kids,disgusting character design not suitable for kids,1
"This game is great and all, but lately, i can't enter the game. It stops at the loading screen and says i don't have a good network when i clearly do.",this game is great and all but lately i cant enter the game it stops at the loading screen and says i dont have a good network when i clearly do,1
Nice game,nice game,1
"still deserves a 5 star. why. because almost nothing else with this level of polish exists on the mobile gacha hemisphere. Go find another open world gacha with this level of polish, then come talk. but facts are facts. this new direction of powercreep waifu simulator is not looking good. not at all Hoyo.",still deserves a 5 star why because almost nothing else with this level of polish exists on the mobile gacha hemisphere go find another open world gacha with this level of polish then come talk but facts are facts this new direction of powercreep waifu simulator is not looking good not at all hoyo,0
"Please make resource management features cause the size is absolutely big for mobiles, decrease the mumbling story, and fix the joystick for mobile",please make resource management features cause the size is absolutely big for mobiles decrease the mumbling story and fix the joystick for mobile,1
"Genshin Impact is an amazing open-world RPG with stunning visuals, smooth animations, and an engaging story. I’ve been a fan since 2021-22 but fully experienced it after upgrading my phone in 2024. The game has multiple language options, yet Hindi voiceovers are missing. India has a huge gaming community, and adding proper Hindi voices (not just translations) would make it more immersive. I hope Cognosphere PTE. LTD. (HoYoverse) considers this in future updates.",genshin impact is an amazing openworld rpg with stunning visuals smooth animations and an engaging story ive been a fan since 202122 but fully experienced it after upgrading my phone in 2024 the game has multiple language options yet hindi voiceovers are missing india has a huge gaming community and adding proper hindi voices not just translations would make it more immersive i hope cognosphere pte ltd hoyoverse considers this in future updates,1
Devd do not care about the players at all.,devd do not care about the players at all,0
I am not able to clear trial of tianqiu I mean it may be possible in pc but certainly not possible in phones and please take into account of mobile users also I lost all interest in that game once that quest became impossible and without that I can't other ones,i am not able to clear trial of tianqiu i mean it may be possible in pc but certainly not possible in phones and please take into account of mobile users also i lost all interest in that game once that quest became impossible and without that i cant other ones,1
I love it so much<3,i love it so much3,1
This is the best open word game I have ever seen and played the dev have done a great job making this game the story is so good I have enjoyed the story,this is the best open word game i have ever seen and played the dev have done a great job making this game the story is so good i have enjoyed the story,1
Good game,good game,1
I LOVE THIS GAMEE!! however i think not really beginner friendly.. you have to do ALOT in the beginning but it explains everything so well! Its easily a 5 star,i love this gamee however i think not really beginner friendly you have to do alot in the beginning but it explains everything so well its easily a 5 star,1
2nd to the best game,2nd to the best game,1
This game gives me anxiety.,this game gives me anxiety,0
Nice game,nice game,1
game 's graphics was good but the dialogues is worst 🤢🤮🤮🤮unrelavent convos,game s graphics was good but the dialogues is worst unrelavent convos,0
"Hey hoyo! I wanna ask you a question if that's okay with you. is Genshin impact just a crash grab and you don't actually care about it? are you only focusing on hsr and zzz. because I've actually never seen you listening to your players. and I've seen videos and posts about the official star rail and zzz accounts responding to fans promising changes. but Genshin. can you do us a favor and also listen to us instead of listening to CN players most of the time, please? we also exist not just them.",hey hoyo i wanna ask you a question if thats okay with you is genshin impact just a crash grab and you dont actually care about it are you only focusing on hsr and zzz because ive actually never seen you listening to your players and ive seen videos and posts about the official star rail and zzz accounts responding to fans promising changes but genshin can you do us a favor and also listen to us instead of listening to cn players most of the time please we also exist not just them,1
amazing 🥳,amazing,1
Best game I ever played,best game i ever played,1
This game is best,this game is best,1
I love this game graphic and the story is cool all character have a power moster have too that why I give 5 Star to this game !,i love this game graphic and the story is cool all character have a power moster have too that why i give 5 star to this game,1
worst it just keep downloading... it's been 2 days i kept downloding only :/,worst it just keep downloading its been 2 days i kept downloding only,0
I'm a long time player here and don't get me wrong I love genshin impact but. Its the character voice strikes. It throws me off when a certain character doesn't have a voiceless or doesn't speak when they have to in the story. Please fix this.,im a long time player here and dont get me wrong i love genshin impact but its the character voice strikes it throws me off when a certain character doesnt have a voiceless or doesnt speak when they have to in the story please fix this,1
very nice game,very nice game,1
I had a really bad audio combat experience since the latest patch. The audio was really buggy and it's really annoying when fighting with mobs. Pls fixx this I really want to enjoy the beautiful music without the bug:((,i had a really bad audio combat experience since the latest patch the audio was really buggy and its really annoying when fighting with mobs pls fixx this i really want to enjoy the beautiful music without the bug,0
Good 👍😊,good,1
"I really love genshin and I wanted to play it so bad but it just takes so long to download and so long I mean SO LONGGG. it's not like I don't have enough storage or I have bad internet, but it still won't download!! after it got to 50% it just stopped downloading. I hope they fix this, just at least make it take 10 hours to download because I waited over 13 hours and it was 50%.",i really love genshin and i wanted to play it so bad but it just takes so long to download and so long i mean so longgg its not like i dont have enough storage or i have bad internet but it still wont download after it got to 50 it just stopped downloading i hope they fix this just at least make it take 10 hours to download because i waited over 13 hours and it was 50,0
Damn!,damn,0
"I think you should balance the characters power status, some are overpowered, and some are too weak. It's kinda unfair, that we want to use some characters, they do little dmg, so we can't even enjoy using them. And we request to revamp some old characters too, and at least give them some new power up.",i think you should balance the characters power status some are overpowered and some are too weak its kinda unfair that we want to use some characters they do little dmg so we cant even enjoy using them and we request to revamp some old characters too and at least give them some new power up,0
"One of the best game I have played so far love the storytelling, love art stay and game has good combat as well as very relaxing and have absolutely amazing music I have ever heard in a video game love it 100/10. 💜💜💜💜",one of the best game i have played so far love the storytelling love art stay and game has good combat as well as very relaxing and have absolutely amazing music i have ever heard in a video game love it 10010,1
damnn.. graphics.. I love this game.. ✨🎀,damnn graphics i love this game,1
just plz give an opportunity to change the traveler to switch to lumine ot ather once after choosing,just plz give an opportunity to change the traveler to switch to lumine ot ather once after choosing,1
very good,very good,1
"I like the beautiful scenery, but character designs are worsening. I'm not interested at all of natlan's character designs. Also for the upcoming Snezhnaya region , why capitano and dottore wear such a mask on their face with uninteresting wardrobe?? Very bad design. I have been waiting for adult male characters but... your character design is getting worse and worse. Very dissapointing.",i like the beautiful scenery but character designs are worsening im not interested at all of natlans character designs also for the upcoming snezhnaya region why capitano and dottore wear such a mask on their face with uninteresting wardrobe very bad design i have been waiting for adult male characters but your character design is getting worse and worse very dissapointing,0
very very good game,very very good game,1
I like this game,i like this game,1
nice but it lags sometimes so am giving 4,nice but it lags sometimes so am giving 4,1
"At first, amazing. Ive been playing this game for two or more years now and have thoroughly enjoyed it. However... after Natlan released, the game just seemed to fall off. The game has become a waifu simulator and only 2 male characters have been released since; One is a 4 star and one is basically irrelevant to the plotline. The storyline was okay but I have to say it definitely wasn't nearly as good as the previous nations. Overall, wouldn't recommend.",at first amazing ive been playing this game for two or more years now and have thoroughly enjoyed it however after natlan released the game just seemed to fall off the game has become a waifu simulator and only 2 male characters have been released since one is a 4 star and one is basically irrelevant to the plotline the storyline was okay but i have to say it definitely wasnt nearly as good as the previous nations overall wouldnt recommend,1
boring game,boring game,0
Maybe add controller support on android devices too.,maybe add controller support on android devices too,1
"Devs refuses to improve the game acting like they're still the king. Covid buff is gone and competition has entered the scene, locking QoL behind paywalled characters no longer flies for many and the artificially stoping players enjoyment of the game has become dated. Almost 5 years and still no skip button, out of combat you run for 10s and you're out of breath, cannot farm on specific days, artifact Loadouts still not added. With every patch game becomes greedier and quality goes down",devs refuses to improve the game acting like theyre still the king covid buff is gone and competition has entered the scene locking qol behind paywalled characters no longer flies for many and the artificially stoping players enjoyment of the game has become dated almost 5 years and still no skip button out of combat you run for 10s and youre out of breath cannot farm on specific days artifact loadouts still not added with every patch game becomes greedier and quality goes down,0
"Genshin impact has became worsen day by day, the banner is a joke nowadays no matter how much you spend you don't get what you are spending for. The previous wishing logic was better you spend what you want for, very disappointed @genshin impact, now why should I play when my all hardwork is waste. Thanks genshin for making an good game to worst game.",genshin impact has became worsen day by day the banner is a joke nowadays no matter how much you spend you dont get what you are spending for the previous wishing logic was better you spend what you want for very disappointed impact now why should i play when my all hardwork is waste thanks genshin for making an good game to worst game,0
best game for pc because it looks like a movie because it was using the world,best game for pc because it looks like a movie because it was using the world,1
its so lagging i hope you fix the lag and just to make sure its not full storage or not weak internet please fix the lag or it will cause some difficulty in the next update,its so lagging i hope you fix the lag and just to make sure its not full storage or not weak internet please fix the lag or it will cause some difficulty in the next update,0
just perfect,just perfect,1
I like the game very much,i like the game very much,1
this game did not let me play it 😭 this game is super bad,this game did not let me play it this game is super bad,0
Very nice graphic design and love his beautiful world,very nice graphic design and love his beautiful world,1
Playing since first version the only important thing that is missing is a skip button for dialogues and conversions based on the players choice and preference also the developers can add an summary version of the texts when clicking the skip button for players to not miss important details Also please check the support teams emails,playing since first version the only important thing that is missing is a skip button for dialogues and conversions based on the players choice and preference also the developers can add an summary version of the texts when clicking the skip button for players to not miss important details also please check the support teams emails,1
"so far, you guys kinda flopped in the natlan update. Been a genshin player since inazuma update, sumerus cool, fontaine is amazing, and a half part in natlan is okay...but im confused what kind of theme are you guys going on, im confused. Also, please add a skip button since some of us don't wanna hear constant yapping, idc if it's a part of the lore but some of us are just here for the gameplay. And PLEASE PLEASE PLEASE we lack male characters, kinich was the last five star male.",so far you guys kinda flopped in the natlan update been a genshin player since inazuma update sumerus cool fontaine is amazing and a half part in natlan is okaybut im confused what kind of theme are you guys going on im confused also please add a skip button since some of us dont wanna hear constant yapping idc if its a part of the lore but some of us are just here for the gameplay and please please please we lack male characters kinich was the last five star male,1
"game itself is fine, if culturally and racially ignorant, but the team obviously does not gaf about mobile users. i guess the story and game play is fine. it has events, updates and new characters very often. although id rather less new characters and more reruns of older characters and fixing the cryo problem.",game itself is fine if culturally and racially ignorant but the team obviously does not gaf about mobile users i guess the story and game play is fine it has events updates and new characters very often although id rather less new characters and more reruns of older characters and fixing the cryo problem,1
i love this game,i love this game,1
Start to play again and start to enjoy it once more however.... Some task just impossible to figure out that I always rely on YouTubers,start to play again and start to enjoy it once more however some task just impossible to figure out that i always rely on youtubers,1
Game is wonderful I'm satisfied how pretty this game is and there's so many characters you can wish for I just really want it to take up less storage,game is wonderful im satisfied how pretty this game is and theres so many characters you can wish for i just really want it to take up less storage,1
this is always be my favorite game ever,this is always be my favorite game ever,1
"I'm a STAY and i discovered Genshin Impact from Felix and Chan of Stray Kids so you better collaborate with them Hoyoverse!!! Anyways the game is very beautiful the only thing that quite sucks is the language. As an italian I thought there could be italian, but there wasn't. it's okay because luckily i know english!!🔥🔥",im a stay and i discovered genshin impact from felix and chan of stray kids so you better collaborate with them hoyoverse anyways the game is very beautiful the only thing that quite sucks is the language as an italian i thought there could be italian but there wasnt its okay because luckily i know english,1
BEST GAME EVER. SO MUCH DETAILS AND SO MANY AMAZING QUESTS AND CHARACTERS TO MEET AND GET,best game ever so much details and so many amazing quests and characters to meet and get,1
"Genshin is a great and it characters are so good, but we need characters like Zhongli",genshin is a great and it characters are so good but we need characters like zhongli,1
Vrey nice game 🎮 So so good you must play this,vrey nice game so so good you must play this,1
"W story, brain torturing questlines that are unskippable and relatively slow regardless i love this game and will always love it",w story brain torturing questlines that are unskippable and relatively slow regardless i love this game and will always love it,1
I love it,i love it,1
"I like the game generally but that one quest from Fontaine , is really rig , it's so hard to get on top of the platform..",i like the game generally but that one quest from fontaine is really rig its so hard to get on top of the platform,0
Nice game ✨,nice game,1
Best game i have ever played,best game i have ever played,1
Best story line .If you wana play for stories and emotions then it's the best choice,best story line if you wana play for stories and emotions then its the best choice,1
Very good game,very good game,1
Not bad not great but if you in school or you not having lives with this one🔥🗣🗣🔥🔥🗣🗣🗣,not bad not great but if you in school or you not having lives with this one,0
This game is gg,this game is gg,1
Good,good,1
"well, I really like this game and I meant it but sometimes is just really kinda.. odd how some dark character's are grey don't get me wrong I love this game but I would love to see more culture stuff like ACTUALLY culture stuff anyways give me furina please!!",well i really like this game and i meant it but sometimes is just really kinda odd how some dark characters are grey dont get me wrong i love this game but i would love to see more culture stuff like actually culture stuff anyways give me furina please,1
its a good adventure game,its a good adventure game,1
ISTG it's getting worse,istg its getting worse,0
It's perfect,its perfect,1
The characters are pretty amazing too.,the characters are pretty amazing too,1
Nice game,nice game,1
"It's not worth it.....when you lose 150 wishes, you will get it",its not worth itwhen you lose 150 wishes you will get it,0
"it so hard to gain exp with the characters, and also the rewards all are very few",it so hard to gain exp with the characters and also the rewards all are very few,0
Enjoying,enjoying,1
One of the best game I had ever played in my life,one of the best game i had ever played in my life,1
best to play,best to play,1
I love it,i love it,1
The best game from 2021 everything IS SO good 17 Mar.2025 I changed my mind I still love this game but it's not as it was before,the best game from 2021 everything is so good 17 mar2025 i changed my mind i still love this game but its not as it was before,1
